,X_Value,load_Y,SG_Y5,SG_Y6,SG_Y7,SG_Y8,SG_Y9,SG_Y10
1600,80.02474999999998,-0.2351023099999999,6.04534593,-0.3693367100000001,1.900376449999999,3.36242436,2.67850158,4.320058990000002
1601,80.07475000000001,-0.23380368000000007,6.062709079999999,-0.3456862700000001,1.9235937400000003,3.3834398400000016,2.6931350999999997,4.33285407
1602,80.12475,-0.24059783999999998,6.066910109999998,-0.3446949499999999,1.9265845499999994,3.3843674500000014,2.6999770500000007,4.332787080000001
1603,80.17475,-0.23528465999999992,6.077589950000003,-0.3405123699999998,1.93495632,3.3950223399999997,2.7107963600000007,4.34746287
1604,80.22474999999997,-0.23948788000000004,6.088215500000003,-0.3290196499999999,1.944743580000001,3.4029390800000012,2.71710436,4.35245694
1605,80.27474999999998,-0.24786858999999997,6.086375340000002,-0.32280967,1.94016151,3.3998715400000004,2.71271786,4.347456460000001
1606,80.32475000000001,-0.24947111999999996,6.097518440000003,-0.3223780599999999,1.94657773,3.4043560999999984,2.7169796799999997,4.348334530000001
1607,80.37475,-0.24902647000000003,6.095215110000003,-0.3135267199999999,1.95519237,3.4119179099999997,2.7255673800000007,4.357039190000002
1608,80.42475,-0.23075207000000006,6.094339760000002,-0.3268580399999999,1.9425644399999995,3.4046951599999993,2.715860690000001,4.35287847
1609,80.47474999999997,-0.20427299,6.064089149999998,-0.3490791000000001,1.92290356,3.38288008,2.69819623,4.337710889999999
1610,80.52474999999998,-0.17409612,6.031723730000002,-0.38469224,1.8892695100000005,3.3518239099999994,2.672449319999999,4.314953149999997
1611,80.57475000000001,-0.1527861,5.977752539999999,-0.4377362100000001,1.8391283800000002,3.30411521,2.63709796,4.2847871899999985
1612,80.62475,-0.12487708999999995,5.913018450000001,-0.49990334999999997,1.7794970999999997,3.2488544600000004,2.58900277,4.244853360000001
1613,80.67475,-0.09394211999999996,5.795159630000001,-0.6095918600000001,1.67888577,3.154326440000001,2.5080213799999997,4.18006057
1614,80.72474999999997,-0.08317520999999997,5.634411990000002,-0.7659416900000001,1.52744299,3.0021706799999994,2.3808087700000002,4.065703359999999
1615,80.77474999999998,-0.053660440000000004,5.473651560000003,-0.9268705500000006,1.3744759699999995,2.8513456099999996,2.2540436899999987,3.9518122900000026
1616,80.82475000000001,-0.034640779999999996,5.290540729999999,-1.1061990499999999,1.20016411,2.68087104,2.10267978,3.81917402
1617,80.87475,-0.017185259999999997,5.164081579999999,-1.2400397500000002,1.0714464000000001,2.547383109999998,1.9859252499999989,3.7116949100000003
1618,80.92475,-0.008510220000000006,5.060710479999999,-1.3438825899999998,0.9694352700000001,2.4500245399999994,1.9003944299999997,3.6350682100000005
1619,80.97474999999997,-0.0009387800000000011,4.98268943,-1.4269018900000001,0.8899064700000001,2.3661035600000004,1.830555360000001,3.5671301399999997
1620,81.02474999999998,-0.0008429099999999999,4.88561824,-1.5264596699999995,0.7958006099999999,2.2687961500000013,1.7439088099999989,3.4909377700000004
1621,81.07475000000001,0.01017037,4.801836990000001,-1.6179911799999998,0.7075230100000001,2.1796230199999993,1.6642576899999997,3.4218501400000014
1622,81.12475,0.018583089999999997,4.7569513,-1.6696982900000001,0.6597750600000001,2.13463985,1.6212302000000005,3.3816640199999997
1623,81.17475,0.013397940000000004,4.723592230000001,-1.7051354500000009,0.6198685099999998,2.094592230000001,1.5865536199999999,3.3530084699999985
1624,81.22474999999997,0.012054400000000003,4.7047529500000005,-1.7290159799999996,0.5950119200000001,2.06506833,1.5588405700000003,3.32121395
1625,81.27474999999998,-0.0028036699999999994,4.689504629999999,-1.7346854500000006,0.5876498400000001,2.05809528,1.5510554399999992,3.3151565100000004
1626,81.32475000000001,-0.02674303000000001,4.715263590000001,-1.7117930899999998,0.6107042699999998,2.07559202,1.5643301500000006,3.32550247
1627,81.37475,-0.03984507000000001,4.72919886,-1.6933038599999994,0.62856932,2.0970008700000005,1.586150820000001,3.3422154699999993
1628,81.42475,-0.05277761999999999,4.770809949999999,-1.6591778599999996,0.6609892899999998,2.131748239999999,1.6156638800000007,3.370226080000001
1629,81.47474999999997,-0.07055300000000003,4.822458809999999,-1.6069718699999995,0.7129966200000003,2.183394289999999,1.6595930400000003,3.4110380200000012
1630,81.52474999999998,-0.09700008999999996,4.86305079,-1.54929773,0.7675761999999999,2.2314130100000003,1.6992059200000005,3.447638319999998
1631,81.57475000000001,-0.11369429,4.94054477,-1.46545681,0.8468333700000005,2.30888212,1.7661579699999999,3.50040871
1632,81.62475,-0.12197907000000001,5.108822720000001,-1.3000482300000005,1.0008102499999998,2.462803199999999,1.8969606499999998,3.6149448
1633,81.67475,-0.15686447000000003,5.352977999999999,-1.05813397,1.2353638499999995,2.6873836199999994,2.0874804200000003,3.7820884699999997
1634,81.72474999999997,-0.1842680699999999,5.55611633,-0.8620781000000002,1.42789877,2.8784706200000003,2.2577045199999994,3.9347160499999982
1635,81.77474999999998,-0.19293348000000005,5.6750837899999995,-0.7459846400000002,1.5377095299999997,3.0000596100000014,2.3651073400000002,4.034266530000002
1636,81.82475000000001,-0.21532139999999994,5.781761149999999,-0.6311317200000001,1.6460344900000003,3.102757030000001,2.45413607,4.109686150000001
1637,81.87475,-0.22061531000000006,5.919005309999999,-0.5064714500000002,1.76908678,3.2287090600000017,2.5620474300000007,4.210379790000001
1638,81.92475,-0.24006683000000004,6.012574719999998,-0.41532331999999994,1.8538588600000008,3.31083245,2.6338528699999997,4.272879860000001
1639,81.97474999999999,-0.23839062000000005,6.059546350000001,-0.36371191,1.9100168199999987,3.373130409999999,2.6887677300000004,4.330222909999999
1640,82.02474999999997,-0.25778462,6.086324229999999,-0.33253401,1.9359851999999993,3.3852854899999993,2.7007252399999997,4.32905739
1641,82.07475000000001,-0.2543075999999999,6.129289649999999,-0.2890672399999999,1.97824027,3.43321805,2.740760390000001,4.36661554
1642,82.12475000000002,-0.2521644500000001,6.133158450000001,-0.29081958999999996,1.9785151099999998,3.437613060000001,2.7439991399999992,4.373915169999998
1643,82.17475,-0.26452437,6.143285609999998,-0.28268776999999995,1.98603689,3.4400984799999987,2.7489003899999984,4.373033800000001
1644,82.22474999999999,-0.24916403000000004,6.150259629999998,-0.27847313,1.9920855899999999,3.4498448600000002,2.757369740000001,4.39064416
1645,82.27474999999997,-0.2511952400000001,6.153789750000002,-0.2718506,1.9941210199999995,3.4533122699999983,2.76222309,4.39011088
1646,82.32475000000001,-0.24887296000000006,6.155959009999997,-0.27036359,2.0023841799999986,3.46000718,2.7634795599999986,4.3950731
1647,82.37475000000002,-0.25029319,6.157760789999997,-0.26251317999999996,2.00601728,3.46281245,2.7643779799999995,4.395667099999999
1648,82.42475,-0.2356589700000001,6.153278650000001,-0.27608759000000005,1.9951690899999996,3.45775207,2.7619385200000006,4.398524970000002
1649,82.47474999999999,-0.20232809,6.12493208,-0.30061418999999995,1.971699449999999,3.434996450000001,2.7469117600000015,4.380563280000002
1650,82.52474999999997,-0.18201933999999997,6.069085680000004,-0.3500863799999999,1.9209096899999998,3.383657350000001,2.6985766800000004,4.33685516
1651,82.57475000000001,-0.14729385999999997,6.02285203,-0.39738085999999995,1.8787121499999995,3.343785459999999,2.6701153599999996,4.315952619999999
1652,82.62475000000002,-0.13086829999999997,5.955670799999999,-0.46445001999999974,1.8164702799999999,3.28524604,2.6216172900000005,4.271937839999999
1653,82.67475,-0.10462591999999997,5.853967640000002,-0.5622366299999999,1.7235660600000002,3.195279390000002,2.5514455299999987,4.210545850000001
1654,82.72474999999999,-0.08010120000000001,5.681562629999998,-0.7188710999999999,1.5732256699999991,3.0494986499999994,2.4239482699999995,4.10272506
1655,82.77474999999997,-0.05122301999999999,5.496356229999998,-0.91289968,1.39238901,2.87435391,2.271353239999999,3.973254430000001
1656,82.82475000000001,-0.03409057,5.31386206,-1.0923976499999999,1.2158787599999996,2.6958569699999995,2.11752741,3.83534751
1657,82.87475,-0.01542595,5.22807468,-1.1856209200000003,1.12743825,2.6098152600000004,2.0466076899999996,3.7685685699999993
1658,82.92475000000002,-0.00553864,5.098810530000001,-1.3122315900000001,1.0028169799999995,2.489637020000001,1.9333285699999994,3.6739835199999997
1659,82.97474999999999,-0.004620559999999999,5.00001429,-1.4093079499999996,0.9046690000000001,2.3819690700000002,1.8421994399999997,3.5824287
1660,83.02474999999997,0.00390089,4.900706779999998,-1.5001872299999994,0.81868239,2.2948719000000004,1.7659309499999996,3.515531610000002
1661,83.07475000000001,-0.006418270000000001,4.836969189999999,-1.5581010800000004,0.76018856,2.2376760700000005,1.7150863099999993,3.4661651000000004
1662,83.12475,0.0015913400000000003,4.81888395,-1.5869828899999998,0.7337248300000002,2.2133084,1.6926581399999996,3.4476478999999993
1663,83.17475000000002,0.0033954200000000014,4.786230799999999,-1.6132041499999996,0.7107567399999999,2.180438690000001,1.6645646900000006,3.419595779999999
1664,83.22474999999999,0.002928479999999999,4.7697876500000005,-1.6324032700000002,0.6926039999999997,2.16395268,1.6505099200000004,3.40357554
1665,83.27474999999997,-0.0033634800000000003,4.771918539999999,-1.633714370000001,0.6919712900000003,2.163990970000001,1.6496657600000009,3.4064750200000002
1666,83.32475000000001,-0.015905719999999998,4.789828030000002,-1.6118899299999994,0.71018466,2.1842803200000005,1.66655642,3.42190445
1667,83.37475,-0.03937169,4.8034630499999995,-1.5942705199999998,0.72328242,2.19182279,1.6713011000000002,3.420298299999999
1668,83.42475000000002,-0.03997629999999999,4.836796689999998,-1.5757493099999997,0.7459278399999999,2.2204703100000005,1.69632213,3.448008689999999
1669,83.47474999999999,-0.06809954000000001,4.848371100000001,-1.5531701999999998,0.7670905400000003,2.240458940000001,1.709072430000001,3.4587856900000014
1670,83.52474999999997,-0.09064100999999997,4.892799890000001,-1.50636204,0.8093137200000001,2.2763610700000005,1.7465688500000007,3.486786659999998
1671,83.57475000000001,-0.11560726000000003,4.96901924,-1.4396927400000001,0.8747606400000001,2.3396151799999996,1.7984493900000007,3.530858849999999
1672,83.62475,-0.13278440000000005,5.082737980000001,-1.3338354200000007,0.9771679399999996,2.4451368600000007,1.8871133900000006,3.61152814
1673,83.67475000000002,-0.15388327,5.32909769,-1.0874667100000002,1.2091333899999999,2.6677979999999994,2.07931797,3.773543549999999
1674,83.72474999999999,-0.17457268000000006,5.499515799999999,-0.9117324600000002,1.37414686,2.83666038,2.2228776399999997,3.911274900000001
1675,83.77474999999998,-0.20413223000000003,5.601858029999999,-0.8056446000000003,1.47606519,2.93503636,2.3071265100000002,3.981936740000001
1676,83.82475000000001,-0.20645774999999988,5.760247999999999,-0.6497809000000001,1.6251786199999996,3.08289308,2.432804439999999,4.0968143999999995
1677,83.87475,-0.22523106,5.888122169999998,-0.5257921300000002,1.7486941200000004,3.2048371599999994,2.54230475,4.19329308
1678,83.92475000000002,-0.22523429000000003,5.953271599999999,-0.45960865999999967,1.8125687999999998,3.274565590000001,2.6047425700000004,4.250265770000001
1679,83.97474999999999,-0.23035229999999998,6.029330919999999,-0.3975215399999999,1.87554562,3.3351202200000007,2.6565752699999994,4.294478479999999
